0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 2.474279268506013912e-09 3.183759406230218484e-09 3.401364651377179787e-09 3.496509826147078137e-09 3.549993096714929349e-09 4.394273358717964805e-09 4.835956982156528622e-09 5.038545246026672124e-09 5.154670989966164188e-09 5.412292837198076188e-09 5.687630402861283765e-09 5.848272333947428252e-09 6.005800095511407093e-09 6.193820680553441887e-09 6.399869773019011287e-09
3.000000000000000000e+00 6.303641035778563608e-10 8.380330365110282225e-10 8.984232114297080854e-10 9.239258997087221708e-10 9.380118161671151070e-10 1.220887616325021678e-09 1.359346591109480165e-09 1.420896418786996398e-09 1.455496323711502886e-09 1.548162688977941577e-09 1.636677807525822285e-09 1.687466445075889633e-09 1.741467761289282306e-09 1.802619291164857728e-09 1.870659147704798761e-09
4.000000000000000000e+00 2.266696635744502041e-10 3.094403482982936206e-10 3.328937514378678253e-10 3.426281050295626291e-10 3.479645561897950659e-10 4.706972154371562056e-10 5.291686483520373556e-10 5.546626672488284350e-10 5.688343670143735903e-10 6.114632903879713338e-10 6.496237400068874051e-10 6.712842198381594901e-10 6.955949814050887234e-10 7.222112614678060022e-10 7.521504489205752833e-10
5.000000000000000000e+00 9.948243939402903027e-11 1.389263925852966550e-10 1.499794238497101351e-10 1.545297829446854171e-10 1.570175497228723018e-10 2.191421262639704246e-10 2.484620826192883988e-10 2.610892407940657816e-10 2.680633927639518018e-10 2.907439841914402462e-10 3.102250046336537039e-10 3.212021814189125142e-10 3.340128526043262490e-10 3.477139673543342437e-10 3.632563532614091352e-10
6.000000000000000000e+00 4.967607874727158655e-11 7.077139132902323784e-11 7.665798328418290351e-11 7.907081752521630521e-11 8.038841743926166632e-11 1.152474589946385283e-10 1.316719596102809532e-10 1.386861304567071378e-10 1.425447232139382445e-10 1.558389192245382851e-10 1.669299963715943562e-10 1.731465667477935942e-10 1.806260674359616502e-10 1.884856061873082480e-10 1.974641803480588787e-10
7.000000000000000000e+00 2.718864955653396046e-11 3.943211735328068463e-11 4.284749498353652822e-11 4.424394048543325619e-11 4.500610391626891526e-11 6.607100127864335075e-11 7.602073036144735526e-11 8.024461503406559233e-11 8.256230404210672030e-11 9.091610963369669930e-11 9.773613265595633877e-11 1.015436163812638544e-10 1.062399579964184385e-10 1.111068119019326068e-10 1.167003644028495454e-10
8.000000000000000000e+00 1.594232309100102986e-11 2.349707713770889162e-11 2.560860286187566301e-11 2.647068465920032233e-11 2.694108293788176468e-11 4.040385744190343944e-11 4.679373895147512384e-11 4.949476052764178478e-11 5.097435296413067478e-11 5.650698585358778984e-11 6.094865909733727815e-11 6.342080531738615584e-11 6.653459461531828449e-11 6.972511790368462804e-11 7.341173863718471250e-11
9.000000000000000000e+00 9.864750887756479359e-12 1.475409625347854183e-11 1.612513113051397932e-11 1.668439185448302611e-11 1.698951989264408479e-11 2.597993507138863209e-11 3.027381671875799298e-11 3.208312942574217498e-11 3.307313200876326167e-11 3.689137614260999675e-11 3.991587842632709260e-11 4.159523773817163661e-11 4.374905838269955956e-11 4.593517056383817989e-11 4.847345013535331777e-11
1.000000000000000000e+01 6.374225995186480622e-12 9.662041657604594123e-12 1.058772714824075701e-11 1.096511163608201013e-11 1.117099924143807192e-11 1.739105078974568747e-11 2.038286291133615154e-11 2.164055836958517787e-11 2.232819571012893410e-11 2.505217563362607680e-11 2.718629323557759502e-11 2.836901178051144658e-11 2.991022464218565910e-11 3.146195586256479938e-11 3.327166065324624365e-11
1.100000000000000000e+01 4.268391466312303572e-12 6.549950518477970742e-12 7.195206190725327270e-12 7.458166672385632682e-12 7.601626312236731680e-12 1.203232532936321780e-11 1.417961044449937763e-11 1.508068725738185557e-11 1.557307508475105679e-11 1.757022212943371579e-11 1.912056202131316051e-11 1.997843455568135869e-11 2.111238710583832499e-11 2.224609212702886017e-11 2.357371644937500751e-11
1.200000000000000000e+01 2.916220023474033000e-12 4.530672553648234833e-12 4.975595691157085302e-12 5.156701211719577632e-12 5.255512444243923848e-12 8.557803116753775014e-12 1.013753147936923662e-11 1.079955472300854800e-11 1.116117040638802387e-11 1.265935072570374066e-11 1.381327686073609358e-11 1.445099508305673200e-11 1.530491611464226890e-11 1.615338554078925174e-11 1.715081122167529859e-11
1.300000000000000000e+01 2.066880303612908776e-12 3.243761201671365471e-12 3.570815680184122908e-12 3.703946013805399559e-12 3.776580402527161048e-12 6.231039320315246937e-12 7.417833011100627933e-12 7.914684054190262190e-12 8.186000024631906314e-12 9.331993600704199455e-12 1.020870936561679763e-11 1.069272538173010744e-11 1.134857117898740622e-11 1.199664385132411125e-11 1.276125617400355786e-11
1.400000000000000000e+01 1.497266989063158927e-12 2.371937779197097077e-12 2.616863931543205908e-12 2.716566367444679640e-12 2.770960970122391281e-12 4.629428804725998797e-12 5.537215765909628877e-12 5.916971000515657600e-12 6.124300374161166844e-12 7.015740402851808136e-12 7.693700119265390159e-12 8.067664936858333219e-12 8.579988772176886061e-12 9.083728331544063671e-12 9.680098347350032575e-12
1.500000000000000000e+01 1.105584539040328051e-12 1.766726034475431882e-12 1.953152158408490494e-12 2.029043011956888202e-12 2.070446022919497836e-12 3.500493050355786926e-12 4.205806565322077579e-12 4.500693807390560347e-12 4.661663268168434493e-12 5.365304833261109856e-12 5.897660959941018512e-12 6.191098666289865079e-12 6.597244946200449555e-12 6.994783433555926678e-12 7.466968193721586676e-12
1.600000000000000000e+01 8.302701688627147199e-13 1.337543529189885472e-12 1.481520467484750109e-12 1.540132057749224266e-12 1.572108109695515798e-12 2.688090845973676755e-12 3.243658502475228402e-12 3.475841917180263186e-12 3.602567894504361519e-12 4.165156600012057987e-12 4.588831845302836922e-12 4.822221848814335832e-12 5.148382541369963053e-12 5.466310110793194821e-12 5.845122488353142553e-12
1.700000000000000000e+01 6.329733030797583765e-13 1.027375483260530159e-12 1.139988959785348406e-12 1.185833458767479142e-12 1.210844520520339683e-12 2.092721519015232011e-12 2.535679403253508561e-12 2.720746754969032909e-12 2.821747428018579859e-12 3.276708786651238159e-12 3.617917378455815697e-12 3.805781671656069588e-12 4.070720764023864478e-12 4.327986711255970583e-12 4.635446814608978742e-12
1.800000000000000000e+01 4.887834251078953928e-13 7.989383149406882453e-13 8.880032697410655911e-13 9.242617903891439335e-13 9.440432631027399656e-13 1.648391976896895121e-12 2.005267091349920241e-12 2.154340044167415726e-12 2.235690896912958978e-12 2.607252047878482662e-12 2.884870796606573187e-12 3.037655571938544043e-12 3.255002599247344857e-12 3.465303637866005879e-12 3.717371171542904263e-12
1.900000000000000000e+01 3.825826742230480428e-13 6.293835316659575543e-13 7.006189163589263761e-13 7.296192194572423807e-13 7.454409286944462323e-13 1.314217261764557739e-12 1.604772703218635878e-12 1.726129968389392489e-12 1.792352408343045747e-12 2.098778729252012221e-12 2.326968116018200942e-12 2.452503228481458749e-12 2.632554980145304304e-12 2.806198179309696673e-12 3.014910710183262319e-12
2.000000000000000000e+01 3.025469269961079369e-13 5.007348425977220557e-13 5.582154535686467084e-13 5.816163857658894907e-13 5.943832680863990050e-13 1.057618749922662022e-12 1.296153020884919851e-12 1.395778034412939956e-12 1.450139104314600736e-12 1.704841916419846079e-12 1.893936719665135428e-12 1.997930996487250222e-12 2.148268359401263041e-12 2.292806005779801256e-12 2.467009129747113912e-12
2.100000000000000000e+01 2.417300781439342930e-13 4.023318445843946809e-13 4.491226259527777795e-13 4.681719066856118728e-13 4.785646313281691537e-13 8.590134542582419489e-13 1.056433403989315305e-12 1.138887610235053913e-12 1.183877659782721648e-12 1.397202591548757508e-12 1.555140589183274491e-12 1.641975768954172669e-12 1.768460188153303882e-12 1.889711345629846097e-12 2.036235610207139864e-12
2.200000000000000000e+01 1.948616764869019809e-13 3.260368516202192659e-13 3.644163690435758609e-13 3.800414865973406355e-13 3.885660419111985186e-13 7.033189052684916894e-13 8.678689973422673236e-13 9.365986696447203403e-13 9.740990814138917566e-13 1.153960623709563933e-12 1.286787358341709852e-12 1.359798423058023089e-12 1.466925784219873323e-12 1.569337878089896667e-12 1.693416055414567588e-12
2.300000000000000000e+01 1.584958691134814267e-13 2.664871585957347074e-13 2.982071915192817951e-13 3.111212003472105536e-13 3.181666178357790887e-13 5.804590673086523230e-13 7.185655088185518754e-13 7.762557483798708817e-13 8.077321697707998169e-13 9.603635330705063664e-13 1.072822670780845930e-12 1.134625234888954172e-12 1.225944933686304937e-12 1.313018527735404042e-12 1.418777783979184759e-12
